bodyPart,equipment,gifUrl,id,name,target,secondaryMuscles/0,secondaryMuscles/1,instructions/0,instructions/1,instructions/2,instructions/3,instructions/4,instructions/5,secondaryMuscles/2,instructions/6,instructions/7,secondaryMuscles/3,instructions/8,secondaryMuscles/4,instructions/9,secondaryMuscles/5,instructions/10
waist,cable,https://v2.exercisedb.io/image/mPqVPNXPYgNzD8,0230,cable standing lift,abs,obliques,lower back,Stand facing the cable machine with your feet shoulder-width apart.,Hold the cable handle with both hands and position it at waist height.,Engage your core and maintain a straight back throughout the exercise.,"Keeping your arms straight, exhale and lift the cable handle up towards your opposite shoulder, rotating your torso.","Pause for a moment at the top, then inhale and slowly lower the cable handle back to the starting position.","Repeat for the desired number of repetitions, then switch sides.",,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/DdF36tCIYFjnHt,0231,cable standing one arm triceps extension,triceps,shoulders,,"Stand with your feet shoulder-width apart, facing the cable machine.","Hold the cable handle with your right hand, palm facing down, and position your arm so that it is fully extended and parallel to the ground.",Keep your elbow stationary and close to your body.,"Slowly bend your elbow, lowering the cable handle towards the back of your head.","Pause for a moment at the bottom of the movement, then extend your arm back to the starting position.","Repeat for the desired number of repetitions, then switch sides and perform the exercise with your left arm.",,,,,,,,,
lower legs,cable,https://v2.exercisedb.io/image/X44ZHrp0MIzCeT,1376,cable standing one leg calf raise,calves,ankles,feet,Stand facing a cable machine with your feet shoulder-width apart.,Hold onto the cable machine for support.,Lift one leg off the ground and balance on the other leg.,"Slowly raise your heel off the ground, lifting your body up onto your toes.","Pause for a moment at the top, then slowly lower your heel back down to the starting position.","Repeat for the desired number of repetitions, then switch legs.",,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/bPIcTItyj7lJ78,0232,cable standing pulldown (with rope),biceps,forearms,shoulders,Attach a rope to the cable machine at the highest setting.,Stand facing the machine with your feet shoulder-width apart.,"Grasp the rope with an overhand grip, palms facing down.",Keep your back straight and core engaged throughout the exercise.,"Pull the rope down towards your thighs, squeezing your biceps.","Pause for a moment at the bottom, then slowly release the rope back up.",,Repeat for the desired number of repetitions.,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/mxUN6ey-x5qjMG,0233,cable standing rear delt row (with rope),delts,trapezius,rhomboids,Stand facing a cable machine with your feet shoulder-width apart.,"Hold the cable attachment with both hands, palms facing each other, and step back to create tension in the cable.",Keep your back straight and your core engaged.,"Pull the cable towards your body, squeezing your shoulder blades together.","Pause for a moment at the peak of the movement, then slowly release the cable back to the starting position.",Repeat for the desired number of repetitions.,biceps,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/mNuPPFnWrHPKUO,1727,cable standing reverse grip one arm overhead tricep extension,triceps,shoulders,,Stand facing away from the cable machine with your feet shoulder-width apart.,"Hold the cable handle with an underhand grip and extend your arm overhead, keeping your elbow close to your head.",Keep your upper arm stationary and slowly lower the cable handle behind your head by bending your elbow.,"Pause for a moment at the bottom, then extend your arm back to the starting position.","Repeat for the desired number of repetitions, then switch arms.",,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/ovMWH86YC0hiCM,0234,cable standing row (v-bar),upper back,biceps,shoulders,Stand facing the cable machine with your feet shoulder-width apart.,"Grasp the v-bar attachment with an overhand grip, palms facing down.",Keep your back straight and your core engaged.,"Pull the v-bar towards your body, squeezing your shoulder blades together.","Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/gRKkvpaxlWcn4z,0235,cable standing shoulder external rotation,delts,rotator cuff,trapezius,Stand with your feet shoulder-width apart and your knees slightly bent.,"Hold the cable handle with your arm extended in front of you, parallel to the ground.",Keep your elbow slightly bent and your shoulder blades pulled back.,"Slowly rotate your arm outward, away from your body, while keeping your elbow in the same position.","Pause for a moment at the end of the movement, then slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/wgV-wLYw2WIGwx,0236,cable standing twist row (v-bar),upper back,biceps,shoulders,Attach a v-bar attachment to a cable machine at chest height.,Stand facing the cable machine with your feet shoulder-width apart.,"Grasp the v-bar with an overhand grip, palms facing down.",Take a step back to create tension in the cable.,Keep your back straight and core engaged throughout the exercise.,Pull the v-bar towards your torso by retracting your shoulder blades and bending your elbows.,,"As you pull, twist your torso to one side, squeezing your shoulder blades together.","Pause for a moment at the top of the movement, feeling the contraction in your upper back.",,"Slowly release the tension and return to the starting position, untwisting your torso.",,"Repeat the movement for the desired number of repetitions, alternating the twisting direction with each rep.",,
chest,cable,https://v2.exercisedb.io/image/E9BXh2JK52ZhtU,1269,cable standing up straight crossovers,pectorals,deltoids,triceps,Stand in the middle of a cable machine with your feet shoulder-width apart.,Hold the handles of the cables with your palms facing down and your arms extended straight out to the sides.,"Keeping your arms straight, bring your hands together in front of your body, crossing them over each other.","Pause for a moment, then slowly return to the starting position, keeping your arms extended.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/mBrejqupGSrAGv,0238,cable straight arm pulldown,lats,shoulders,biceps,Attach a straight bar to the high pulley of a cable machine.,Stand facing the machine with your feet shoulder-width apart.,"Grasp the bar with an overhand grip, keeping your arms straight and your palms facing down.","Engage your lats and pull the bar down towards your thighs, keeping your arms straight throughout the movement.","Pause for a moment at the bottom, then slowly return the bar to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/oRTWA9mFJhAnip,0237,cable straight arm pulldown (with rope),lats,biceps,forearms,Attach a rope to the cable machine at the highest setting.,Stand facing the machine with your feet shoulder-width apart.,"Grasp the rope with both hands, palms facing down.","Extend your arms fully in front of you, keeping your elbows slightly bent.","Engage your lats and slowly pull the rope down towards your thighs, keeping your arms straight.","Pause for a moment at the bottom, then slowly release the tension and return to the starting position.",,Repeat for the desired number of repetitions.,,,,,,,
back,cable,https://v2.exercisedb.io/image/t-hAvilvdY52Xp,0239,cable straight back seated row,upper back,biceps,forearms,Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent.,"Grasp the cable handles with an overhand grip, palms facing down.",Keep your back straight and lean slightly forward from the hips.,"Pull the cable handles towards your body, squeezing your shoulder blades together.","Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position.",Repeat for the desired number of repetitions.,shoulders,,,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/z8ovCHKO6hi4Zd,0240,cable supine reverse fly,delts,trapezius,rhomboids,Attach a D-handle to a low pulley cable machine and lie face down on a flat bench.,"Grasp the D-handle with each hand, palms facing down, and extend your arms straight out in front of you.","Keeping your arms straight, raise them out to the sides until they are parallel to the floor.","Pause for a moment at the top, then slowly lower your arms back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/6wL8hfj6FF4qdO,2464,cable thibaudeau kayak row,lats,biceps,rhomboids,Attach a cable handle to a low pulley and sit facing the machine with your feet flat on the floor.,"Grasp the handle with your right hand and extend your arm fully, keeping a slight bend in your elbow.","Lean forward from your hips, keeping your back straight and your abs engaged.","Pull the handle towards your torso by retracting your shoulder blade and bending your elbow, keeping your arm close to your body.","Squeeze your back muscles at the top of the movement, then slowly return to the starting position.","Repeat for the desired number of repetitions, then switch sides and perform with your left arm.",rear deltoids,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/JgLbmRTX2ptBre,0241,cable triceps pushdown (v-bar),triceps,forearms,,Attach a v-bar attachment to the cable machine at the highest setting.,Stand facing the cable machine with your feet shoulder-width apart.,"Grasp the v-bar with an overhand grip, palms facing down, and your hands shoulder-width apart.",Keep your elbows close to your sides and your upper arms stationary throughout the exercise.,Engage your triceps and exhale as you push the v-bar down until your arms are fully extended.,"Pause for a moment at the bottom of the movement, squeezing your triceps.",,"Inhale as you slowly return the v-bar to the starting position, maintaining control.",Repeat for the desired number of repetitions.,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/P3hN3PakLA0c4o,2405,cable triceps pushdown (v-bar) (with arm blaster),triceps,forearms,,Attach a v-bar attachment to the cable machine at the highest setting.,Stand facing the cable machine with your feet shoulder-width apart.,"Grasp the v-bar with an overhand grip, palms facing down, and your hands shoulder-width apart.",Keep your elbows close to your sides and your upper arms stationary throughout the exercise.,Engage your triceps and exhale as you push the v-bar down until your arms are fully extended.,"Pause for a moment at the bottom of the movement, squeezing your triceps.",,"Inhale as you slowly return the v-bar to the starting position, maintaining control.",Repeat for the desired number of repetitions.,,,,,,
waist,cable,https://v2.exercisedb.io/image/dOnRxFvrBvBdWB,0242,cable tuck reverse crunch,abs,hip flexors,,Attach a cable to a low pulley and lie down on a mat facing up.,Hold the cable with both hands and extend your arms straight up above your chest.,"Bend your knees and lift your legs up, bringing your knees towards your chest.","At the same time, curl your pelvis up towards your chest, lifting your hips off the ground.","Pause for a moment at the top, then slowly lower your legs and hips back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
waist,cable,https://v2.exercisedb.io/image/3TU49Sm3mGzTrx,0243,cable twist,abs,obliques,,"Stand with your feet shoulder-width apart, facing the cable machine.","Hold the cable handle with both hands in front of your chest, keeping your arms slightly bent.","Engage your core and twist your torso to the right, pulling the cable across your body.","Pause for a moment at the end of the movement, feeling the contraction in your abs and obliques.","Slowly return to the starting position, resisting the cable's pull.",Repeat the movement to the left side.,,Continue alternating sides for the desired number of repetitions.,,,,,,,
waist,cable,https://v2.exercisedb.io/image/3bxM4MKAiplXn5,0862,cable twist (up-down),abs,obliques,lower back,"Stand with your feet shoulder-width apart, facing the cable machine.","Hold the cable handle with both hands in front of your chest, keeping your arms slightly bent.","Engage your core and slowly rotate your torso to one side, keeping your hips and legs stable.","Pause for a moment at the end of the rotation, then slowly return to the starting position.",Repeat the rotation to the opposite side.,Continue alternating sides for the desired number of repetitions.,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/vMECjyPBrrV-aL,0244,cable twisting pull,lats,shoulders,biceps,Attach a cable handle to a low pulley and stand facing the machine.,"Grasp the handle with your left hand and step away from the machine, extending your arm fully.","Position your feet shoulder-width apart, with your knees slightly bent.",Keep your back straight and your core engaged throughout the exercise.,"Pull the handle towards your body, rotating your torso to the right as you do so.",Squeeze your back muscles at the end of the movement.,,"Slowly return to the starting position, keeping tension on the cable.","Repeat for the desired number of repetitions, then switch sides and perform with your right hand.",,,,,,
upper arms,cable,https://v2.exercisedb.io/image/87HgOccT3kGobu,1645,cable two arm curl on incline bench,biceps,forearms,,Sit on an incline bench with your back against the pad and your feet flat on the ground.,"Grasp the cable handles with an underhand grip, palms facing up, and your arms fully extended.","Keeping your upper arms stationary, exhale and curl the handles towards your shoulders while contracting your biceps.","Pause for a moment at the top of the movement, squeezing your biceps.","Inhale and slowly lower the handles back to the starting position, fully extending your arms.",Repeat for the desired number of repetitions.,,,,,,,,,
upper arms,cable,https://v2.exercisedb.io/image/STjqGakeE6UrHj,1728,cable two arm tricep kickback,triceps,shoulders,,Stand with your feet shoulder-width apart and knees slightly bent.,Hold the cable handle in each hand with your palms facing inwards and your arms bent at a 90-degree angle.,"Keeping your upper arms stationary, extend your forearms backwards until your arms are fully extended.","Pause for a moment, then slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/SRhtnRcHGchpMd,0245,cable underhand pulldown,lats,biceps,forearms,Adjust the cable machine so that the pulldown bar is at a height above your head.,"Sit down on the seat and grab the pulldown bar with an underhand grip, hands slightly wider than shoulder-width apart.",Keep your back straight and lean back slightly.,"Pull the bar down towards your chest, squeezing your shoulder blades together.","Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
chest,cable,https://v2.exercisedb.io/image/JEOrEr60E0en7m,1270,cable upper chest crossovers,pectorals,deltoids,triceps,Attach the handles to the cables at chest height.,Stand in the center of the cable machine with one foot slightly in front of the other.,Grasp the handles with your palms facing down and your arms extended out to the sides.,Keep a slight bend in your elbows and engage your core.,"Pull the cables together in front of your chest, crossing them over each other.",Squeeze your chest muscles at the peak of the movement.,,Slowly release the cables back to the starting position.,Repeat for the desired number of repetitions.,,,,,,
back,cable,https://v2.exercisedb.io/image/sP7IyJpOOFVSgE,1324,cable upper row,upper back,biceps,shoulders,Attach a straight bar to a cable machine at chest height.,Stand facing the machine with your feet shoulder-width apart.,"Grasp the bar with an overhand grip, hands slightly wider than shoulder-width apart.",Keep your back straight and your core engaged.,"Pull the bar towards your upper chest, squeezing your shoulder blades together.",Pause for a moment at the top of the movement.,,Slowly release the bar back to the starting position.,Repeat for the desired number of repetitions.,,,,,,
shoulders,cable,https://v2.exercisedb.io/image/8D-1WXtJuuD06M,0246,cable upright row,delts,traps,biceps,"Stand with your feet shoulder-width apart, knees slightly bent, and hold the cable attachment with an overhand grip.",Keep your back straight and your core engaged throughout the exercise.,"Pull the cable attachment straight up towards your chin, leading with your elbows.","Pause for a moment at the top, squeezing your shoulder blades together.",Slowly lower the cable attachment back down to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,
back,cable,https://v2.exercisedb.io/image/fgAb67Vv2LDwo6,1325,cable wide grip rear pulldown behind neck,lats,biceps,rhomboids,Adjust the cable machine so that the pulldown bar is at a height above your head.,Sit down on the seat and grab the pulldown bar with a wide overhand grip.,Keep your back straight and your chest up as you lean back slightly.,"Pull the bar down towards your upper chest, squeezing your shoulder blades together.","Pause for a moment at the bottom of the movement, then slowly release the bar back up to the starting position.",Repeat for the desired number of repetitions.,rear deltoids,,,,,,,,
lower arms,cable,https://v2.exercisedb.io/image/2uBCa6ldddLJCf,0247,cable wrist curl,forearms,biceps,brachialis,Attach a straight bar to a low pulley cable machine.,Stand facing the machine with your feet shoulder-width apart.,"Grasp the bar with an underhand grip, palms facing up, and your hands shoulder-width apart.","Rest your forearms on a bench or pad, with your wrists hanging off the edge.","Keeping your forearms stationary, exhale and curl your wrists upward as far as possible.","Pause for a moment at the top, then inhale and slowly lower the bar back to the starting position.",,Repeat for the desired number of repetitions.,,,,,,,
lower legs,body weight,https://v2.exercisedb.io/image/h5FdrEaBuW2pUr,1407,calf push stretch with hands against wall,calves,hamstrings,,Stand facing a wall with your feet hip-width apart.,Place your hands against the wall at shoulder height.,"Step back with one foot, keeping your heel on the ground and your leg straight.","Bend your front knee slightly and lean forward, feeling a stretch in your calf.",Hold the stretch for 20-30 seconds.,Switch legs and repeat the stretch.,,,,,,,,,
lower legs,body weight,https://v2.exercisedb.io/image/y3RY1ScmzzMws0,1377,calf stretch with hands against wall,calves,hamstrings,,Stand facing a wall with your feet hip-width apart.,Place your hands against the wall at shoulder height.,"Step your right foot back, keeping your heel on the ground and your leg straight.","Bend your left knee and lean forward, keeping your back leg straight and your heel on the ground.",Hold the stretch for 20-30 seconds.,Switch legs and repeat the stretch.,,,,,,,,,
lower legs,rope,https://v2.exercisedb.io/image/4FPJRIYTR-RpTN,1378,calf stretch with rope,calves,hamstrings,,Stand facing a wall or sturdy object with your feet hip-width apart.,Hold the ends of the rope in each hand and place the middle of the rope around the ball of your right foot.,"Step back with your left foot, keeping your heel on the ground and your leg straight.","Lean forward, keeping your back straight, and gently pull on the rope to stretch your calf.","Hold the stretch for 20-30 seconds, then release.",Repeat on the other leg.,,,,,,,,,
back,barbell,https://v2.exercisedb.io/image/94iDiu4ZVVVKso,0248,cambered bar lying row,upper back,biceps,forearms,Set up a barbell on the floor and lie face down on a bench with your chest just off the edge.,"Reach down and grab the barbell with an overhand grip, slightly wider than shoulder-width apart.","With your legs straight and feet on the ground, lift the barbell off the floor by extending your arms.","Pull the barbell towards your chest, squeezing your shoulder blades together.",Lower the barbell back down to the starting position and repeat for the desired number of repetitions.,,,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/ba0e9-rFGzIdXP,2963,captains chair straight leg raise,abs,hip flexors,,Sit on the captain's chair with your back against the backrest and your forearms resting on the arm pads.,Keep your upper body stable and your back straight.,"Engage your abs and lift your legs up in front of you, keeping them straight.",Continue lifting until your legs are parallel to the ground or as high as you can comfortably go.,"Pause for a moment at the top, then slowly lower your legs back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
upper legs,body weight,https://v2.exercisedb.io/image/S4ACYtKKE7pHhU,1548,chair leg extended stretch,quads,hamstrings,calves,Sit on the edge of a chair with your back straight and feet flat on the ground.,"Extend one leg straight out in front of you, keeping your heel on the ground.","Lean forward slightly, feeling a stretch in your quadriceps.",Hold this position for 20-30 seconds.,Switch legs and repeat the stretch.,,,,,,,,,,
chest,body weight,https://v2.exercisedb.io/image/m9r9FcT49zdirO,1271,chest and front of shoulder stretch,pectorals,deltoids,,Stand tall with your feet shoulder-width apart.,Extend your arms straight out in front of you at shoulder height.,"Cross your arms in front of your body, with your right arm on top of your left arm.",Interlace your fingers and press your palms together.,"Gently squeeze your shoulder blades together and push your hands forward, feeling a stretch in your chest and front of your shoulders.","Hold the stretch for 20-30 seconds, then release.",,Repeat for the desired number of repetitions.,,,,,,,
chest,body weight,https://v2.exercisedb.io/image/t5WOoCZt3k6rJY,0251,chest dip,pectorals,triceps,shoulders,Position yourself on parallel bars with your arms fully extended and your body straight.,Lower your body by bending your elbows until your shoulders are below your elbows.,Push yourself back up to the starting position by straightening your arms.,Repeat for the desired number of repetitions.,,,,,,,,,,,
chest,body weight,https://v2.exercisedb.io/image/TJnWqFWJnhJZ82,1430,chest dip (on dip-pull-up cage),pectorals,triceps,shoulders,Adjust the dip bars to a height that allows you to comfortably grip them.,"Stand between the bars and place your hands on each bar, slightly wider than shoulder-width apart.","Jump up and straighten your arms, supporting your body weight on the bars.",Bend your knees and cross your ankles behind you.,"Lower your body by bending your elbows, keeping your chest up and your shoulders down.",Continue lowering until your shoulders are below your elbows or until you feel a stretch in your chest.,,Push through your palms and extend your elbows to raise your body back up to the starting position.,Repeat for the desired number of repetitions.,,,,,,
chest,body weight,https://v2.exercisedb.io/image/oaVTRZ23sO74Wm,2462,chest dip on straight bar,pectorals,triceps,shoulders,Grab the parallel bars with your palms facing down and your arms fully extended.,Bend your knees and cross your ankles.,Lower your body by bending your arms until your shoulders are below your elbows.,Push yourself back up to the starting position by straightening your arms.,Repeat for the desired number of repetitions.,,,,,,,,,,
chest,stability ball,https://v2.exercisedb.io/image/ru8PzMr9X79-cV,1272,chest stretch with exercise ball,pectorals,shoulders,triceps,Sit on the stability ball with your feet flat on the ground and your back straight.,Hold the exercise ball with both hands and extend your arms straight out in front of you.,"Slowly bring the exercise ball towards your chest, feeling a stretch in your chest muscles.","Hold the stretch for a few seconds, then slowly return to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
chest,body weight,https://v2.exercisedb.io/image/HoFYyroLWTnPup,3216,chest tap push-up (male),pectorals,triceps,shoulders,Start in a high plank position with your hands slightly wider than shoulder-width apart and your body in a straight line.,"Lower your body towards the ground by bending your elbows, keeping them close to your sides.","As you lower yourself, tap your chest with your right hand.",Push yourself back up to the starting position.,"Repeat the movement, this time tapping your chest with your left hand.",Continue alternating sides for the desired number of repetitions.,,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/fbHw04h207EEwp,1326,chin-up,lats,biceps,forearms,Hang from a pull-up bar with your palms facing towards you and your hands shoulder-width apart.,"Engage your core and pull your body up towards the bar, leading with your chest.",Continue pulling until your chin is above the bar.,"Pause for a moment at the top, then slowly lower your body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/sQAGp2nZq-llUZ,0253,chin-ups (narrow parallel grip),upper back,biceps,forearms,"Hang from a pull-up bar with a narrow parallel grip, palms facing towards you.","Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body.",Continue pulling until your chin is above the bar.,"Pause for a moment at the top, then slowly lower your body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
lower legs,body weight,https://v2.exercisedb.io/image/CV8VnOkZNyWh7r,0257,circles knee stretch,calves,hamstrings,quadriceps,Stand with your feet shoulder-width apart and your hands on your hips.,"Bend your knees slightly and lift your heels off the ground, balancing on the balls of your feet.","Keeping your knees bent, rotate your knees in a circular motion, first clockwise and then counterclockwise.",Perform the movement for the desired number of repetitions.,,,,,,,,,,,
chest,body weight,https://v2.exercisedb.io/image/cvcgaPBenyxcGr,1273,clap push up,pectorals,triceps,shoulders,Start in a high plank position with your hands slightly wider than shoulder-width apart.,"Lower your body towards the ground by bending your elbows, keeping your core engaged.",Push through your palms explosively to propel your body off the ground.,"While in mid-air, clap your hands together before landing back in the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
chest,body weight,https://v2.exercisedb.io/image/8I8jL22RdYAiXE,0258,clock push-up,pectorals,triceps,shoulders,Start in a high plank position with your hands directly under your shoulders and your body in a straight line.,"Lower your body towards the ground by bending your elbows, keeping them close to your sides.","As you lower, rotate your body to the left, extending your left arm straight out to the side.","Push back up to the starting position, while rotating your body to the center.","Repeat the push-up, this time rotating your body to the right and extending your right arm out to the side.",Continue alternating sides with each repetition.,core,,,,,,,,
back,body weight,https://v2.exercisedb.io/image/WQgpZtmrH9dUDP,1327,close grip chin-up,lats,biceps,forearms,Grab the pull-up bar with your palms facing towards you and your hands shoulder-width apart.,Hang from the bar with your arms fully extended and your feet off the ground.,"Engage your back muscles and pull your body up towards the bar, keeping your elbows close to your body.",Continue pulling until your chin is above the bar.,"Pause for a moment at the top, then slowly lower your body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
upper arms,body weight,https://v2.exercisedb.io/image/py6ZgMVTzo2nuu,0259,close-grip push-up,triceps,chest,shoulders,"Start in a high plank position with your hands placed close together, directly under your shoulders.","Engage your core and lower your body towards the ground, keeping your elbows close to your sides.",Push through your palms to extend your arms and return to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,,,
upper arms,body weight,https://v2.exercisedb.io/image/SfiO4lZvOWpTkN,2398,close-grip push-up (on knees),triceps,chest,shoulders,"Start by getting on your hands and knees, with your hands shoulder-width apart and your knees hip-width apart.","Lower your upper body towards the ground by bending your elbows, keeping them close to your sides.",Pause for a moment when your chest is just above the ground.,Push through your palms to straighten your arms and return to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/JB5hivOnqD6tXc,0260,cocoons,abs,hip flexors,lower back,Lie flat on your back with your knees bent and feet flat on the ground.,Place your hands behind your head with your elbows pointing outwards.,"Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/UOqG3FJGI1x4vE,1468,crab twist toe touch,abs,obliques,hip flexors,Start by sitting on the ground with your knees bent and feet flat on the floor.,"Place your hands behind you, fingers pointing towards your feet, and lift your hips off the ground.",Extend one leg straight out in front of you while simultaneously reaching your opposite hand towards your toes.,Return to the starting position and repeat on the other side.,Continue alternating sides for the desired number of repetitions.,,,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/ymO9XsWLyNMoo8,0262,cross body crunch,abs,obliques,,Lie flat on your back with your knees bent and feet flat on the ground.,Place your hands behind your head with your elbows pointing outwards.,"Engaging your abs, lift your upper body off the ground and twist to bring your right elbow towards your left knee.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.","Repeat on the other side, bringing your left elbow towards your right knee.",Repeat for the desired number of repetitions.,,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/a5rshnjm96lRYn,0267,crunch (hands overhead),abs,hip flexors,,Lie flat on your back with your knees bent and feet flat on the ground.,Extend your arms straight above your head.,"Engaging your abs, lift your upper body off the ground, curling forward towards your knees.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
waist,stability ball,https://v2.exercisedb.io/image/LY28mAakHoXlKW,0271,crunch (on stability ball),abs,hip flexors,,Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle.,Lie back on the ball until your lower back is supported and your upper body is parallel to the floor.,Place your hands behind your head or across your chest.,"Engage your abs and lift your upper body towards your knees, curling your torso forward.","Pause for a moment at the top of the movement, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
waist,stability ball,https://v2.exercisedb.io/image/ZujqgfhuaXJzk4,0272,"crunch (on stability ball, arms straight)",abs,hip flexors,,Sit on the stability ball with your feet flat on the ground and your knees bent at a 90-degree angle.,Lie back on the ball until your lower back is supported and your upper body is parallel to the floor.,Place your hands behind your head or cross them over your chest.,"Engage your abs and lift your upper body off the ball, curling your shoulders towards your hips.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/XW5RPBM9a4Rw8L,0274,crunch floor,abs,hip flexors,,Lie flat on your back with your knees bent and feet flat on the ground.,Place your hands behind your head with your elbows pointing outwards.,"Engage your abs and lift your shoulders off the ground, curling forward towards your knees.","Pause for a moment at the top, then slowly lower your shoulders back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/As1gRVvzUEItyx,3016,curl-up,abs,hip flexors,,Lie flat on your back with your knees bent and feet flat on the ground.,Place your hands behind your head with your elbows pointing outwards.,"Engaging your abs, slowly lift your upper body off the ground, curling forward until your torso is at a 45-degree angle.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
upper legs,body weight,https://v2.exercisedb.io/image/xzJx50tq92pSQe,3769,curtsey squat,glutes,quadriceps,hamstrings,Stand with your feet shoulder-width apart.,"Take a step diagonally behind and across your body with your right foot, crossing it behind your left leg.","Bend both knees as if you were curtsying, lowering your body towards the ground.",Keep your torso upright and your weight on your front foot.,Push through your front foot to return to the starting position.,"Repeat on the other side, stepping diagonally behind and across your body with your left foot.",calves,,,,,,,,
cardio,leverage machine,https://v2.exercisedb.io/image/eqnA9tzuKcNB5k,2331,cycle cross trainer,cardiovascular system,quadriceps,hamstrings,Adjust the seat height and position yourself on the cycle cross trainer.,Place your feet on the pedals and grip the handlebars.,Start pedaling in a smooth and controlled motion.,Maintain a steady pace and increase the resistance if desired.,Continue pedaling for the desired duration of your cardio workout.,,glutes,,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/comLQZWHj8EssZ,0276,dead bug,abs,hip flexors,lower back,Lie flat on your back with your arms extended towards the ceiling.,"Bend your knees and lift your legs off the ground, creating a 90-degree angle at your hips and knees.",Engage your core and lower back to press your lower back into the ground.,"Slowly lower your right arm and left leg towards the ground, keeping them straight and hovering just above the floor.","Pause for a moment, then return to the starting position.",Repeat the movement with your left arm and right leg.,,Continue alternating sides for the desired number of repetitions.,,,,,,,
waist,body weight,https://v2.exercisedb.io/image/rgQoUfinWEJP7h,0277,decline crunch,abs,hip flexors,,Lie on a decline bench with your feet secured and your knees bent at a 90-degree angle.,Place your hands behind your head or across your chest.,"Engage your abs and lift your upper body towards your knees, curling your torso.","Pause for a moment at the top, then slowly lower your upper body back down to the starting position.",Repeat for the desired number of repetitions.,,,,,,,,,,
chest,body weight,https://v2.exercisedb.io/image/j78gc2IL0yyz6M,0279,decline push-up,pectorals,triceps,shoulders,"Place your hands on the ground slightly wider than shoulder-width apart, with your feet elevated on a stable surface.","Keep your body in a straight line from head to toe, engaging your core muscles.","Lower your chest towards the ground by bending your elbows, keeping them close to your body.",Push through your palms to extend your arms and return to the starting position.,Repeat for the desired number of repetitions.,,,,,,,,,,
